ID,Country,Institution,Description,Contact,Link,Researchers,Students,Others,Accommodation,Funding,Remote work,General funding scheme,Other,Research focus,Natural sciences,Social sciences,Humanities and the arts,Engineering and technology,Medical and health sciences,Agricultural and veterinary sciences,Unspecified,Support period,Additional support,lat,lng
U1618,United States,UCLA - Alan D. Leve Center for Jewish Studies,"The UCLA Alan D. Leve Center for Jewish Studies is offering a one-year Visiting Graduate Researcher (VGR) fellowship at UCLA for a current graduate student at any Ukrainian university. The fellowship recipient should work on any aspect of Jewish Studies including, but not limited to, East European Jewish studies, Holocaust studies, Rabbinics, Yiddish and any area of Jewish studies such as literature, languages, music, culture, history, etc.",levecenter@humnet.ucla.edu,https://levecenter.ucla.edu/ukrainevgr/?fbclid=IwAR2Sc6_HyfNVbOfuBId5sQ3ZDbfJLOxCqjZMKAV4mg9S_jhFdHLcYju7Ys8,,1,,,1,,,1,"Any aspect of Jewish Studies including, but not limited to, East European Jewish studies, Holocaust studies, Rabbinics, Yiddish and any area of Jewish studies such as literature, languages, music, culture, history, etc.",,1,1,,,,,This is a one-year fellowship that may begin any time during the calendar year with the potential for renewal.,"The fellowship will include travel to UCLA, an official affiliation with the university, coverage of the student’s fees and health insurance, and a stipend of $50,000 for the year to cover living expenses.",34.0689,-118.4474
U1619,Switzerland,University of Lucerne,"FNS research group offers two financed employments for (post)docs in contemporary literary studies (preferably German, French, English, or/and Italian literature) with specific focus to mountains and war or (musical/literary) polyphony and trauma.",boris.previsic@unilu.ch,https://www.unilu.ch/en/university/services/teaching/international-relations-office/catrine-scheiber/#tab=c32762,1,1,,,1,,,,"Cultural and literary studies, mountains and war, polyphony and trauma",,,1,,,,,Up to 2 semesters,,47.0494,8.3125
U1620,United States,University of Oregon,"My lab who focuses on Biofabrication of musculoskeletal tissues would like to offer two positions for students/researchers with biomaterials development, chemistry, computational modelling, biology or related sciences backgrounds to support Ukrainian scholars who are seeking refuge in the US. We provide accommodation, office space, lab space and a 3-4 month stipend to help bridge/continue science in a safe environment. As secondary options, possibilities of remote work could be explored.",Lindberg@uoregon.edu,https://www.lindberglaboratory.org/,1,1,,1,1,,,1,"Biomaterials, Tissue Engineering, Biofabrication, musculoskeletal",,,,1,1,,,3-4 months funded support,"Accomondation, office space, lab space",44.0448,-123.0748
U1621,Poland,Politechnika Slaska,"Our group offers a post doc position for a chemist/electrochemist/material engineer/biomaterial engineer from Ukraine, for 6-12 months, full time employment. Project title: Biofunctionalized organic surfaces for neuroelectronic interfaces.",katarzyna.krukiewicz@polsl.pl,https://www.researchgate.net/project/Biofunctionalized-organic-surfaces-for-neuroelectronic-interfaces,1,,,,1,,,,"electrochemistry, surface science, bioengineering",,,,1,1,,,6-12 months,,50.2915,18.6721
U1622,Germany,Bosch Center for Artificial Intelligence,"The Bosch Center for Artificial Intelligence in Renningen (near Stuttgart) offers temporary (3 - 12 months), paid employment and supervision for PhD students in fields related to Artificial Intelligence. Please feel free to find more information about our research areas in the linked job posting and on our homepage. Feel free to apply to the job posting directly or contact us via the provided email address!\nhttps://smrtr.io/6rrvM",kevin.heiner@de.bosch.com,https://www.bosch-ai.com/,1,1,,,1,,,,"Artificial Intelligence, Machine Learning, Deep Learning, Natural Language Processing, Computer Vision, Robotics, Data Science",1,,,1,,,,"Ranging from 3 to 12 months, depending on individual situations.",,48.7814,8.9171
U1623,Czech Republic,Palacky University Olomouc,"Position of a POST-DOC RESEARCHER from UKRAINE offered as part of the measures reacting on Russian aggression in Ukraine the Faculty of Law at Palacký University in Olomouc, Czech Republic, offers a special post-doc position to a highly qualified academic from Ukraine for a position of a post-doc researcher in one of the following areas:\n•        International Law\no        focus especially on law of international security and use of force, international humanitarian law, international criminal law ,international refugee law, interantional migration law or human rights law\no        position affiliated with the Centre for International Humanitarian and Operational Law (CIHOL) at Palacký University\no        mentoring provided by the members of CIHOL\no        participation in teaching, research and publication activities of the Centre\n•        Legal Clinical Education \no        focus on methodology and practice of clinical legal education (live-client clinics, policy clinics, street-law), with special focus on legal aid for migrants and response of Clinical legal education to mass migration\no        participation in helping migrants from Ukraine (supervision of students providing legal aid, cooperation with authorities and NGOs providing help to migrants etc.)\no        position affiliated with the Department of Clinical Legal Education and Professional Skills Development (DCLEPSD) at Palacký University\no        mentoring provided by the members of DCLEPSD\no        participation in teaching, supervisions of students in clinics, research and publication activities of the Department \nThe candidates are expected to:\n- hold a PhD degree\n- have a fluent knowledge of English (FCE equivalent or better)\n- have strong research skill, creativity, and motivation \nTeaching experience, experience with participation in international projects and interdisciplinary research is welcome\n Successfull candidates will be expected to engage in active cooperation with the host institution.\nApplicants should submit:\n- CV \n- A one-page cover letter introducing yourselves\n- A two-page description of the proposed project of their activities\n- example of their academic publication\nPlease note that all above mentioned documents must be in English \nBasic information on the position:\nSalary: Equivalent to 1300 EUR/month\nWorkplace: Faculty of Law, Palacký University Olomouc, Czech Republic\nPosition available from: May/June 2022 (for 6 months) \nDeadline for applications: 15. April 2022 8.pm\nApplicants must submit required documents to: International Relations Office, Faculty of Law, Palacký University in Olomouc, 17. listopadu 8, 772 00 Olomouc or via e-mail to: radana.kuncova@upol.cz",radana.kuncova@upol.cz,http://studylaw.upol.cz/,1,,,,1,,,,"International Law, Legal Clinical Education",,1,,,,,,Position available from: May/June 2022 (for 6 months),,49.5954,17.2578
U1624,Germany,"Humboldt University, Berlin","A 6 month fellowship is available on the “Socialist Medicine: an Alternative Global Health History” project to enable a displaced or at-risk scholar regardless of nationality to spend up to six months at Humboldt University in Berlin. This opportunity is open to academics working on socialist or post-socialist health contexts, broadly construed, in the humanities or social sciences including history, sociology, economy and anthropology and social medicine. Applications are informal and require a CV, a brief description of the project and of the personal situation in English language. The fellowship will provide funding to support researchers and their families. If necessary, we can assist with developing applications for additional funding to extend the fellowship period.",dora.vargha@hu-berlin.de,https://www.geschichte.hu-berlin.de/en/bereiche-und-lehrstuehle-en/wissenschaftsgeschichte-en/faculty/1693871,1,,,1,1,1,,,Post socialist history and health,,1,1,,,,,6 months,,52.5185,13.3914
U1625,Switzerland,e-editiones / TEI Consortium,e-editiones and the TEI Consortium provide a small grant program aiming to help scholars of Ukrainian cultural heritage to continue their work. Eligible are scholars who had to leave Ukraine or relocate within Ukrainian territory because of the war and are working on sources broadly conceived as textual cultural heritage and plan to make data and results openly available. Grants may range from 500 to 2000 EUR.,info@e-editiones.org,https://e-editiones.org/cultural-heritage-grant-ukraine/,1,1,,,1,,,,Digital humanities; textual cultural heritage,,1,1,,,,,,"Technical support on encoding, transforming sources, publishing or hosting provided",47.4292,9.3799
U1626,Poland,The National Science Foundation in Poland (NCN),"We offer opportunities to work on insect ecology for students (Poland/Ukraine) or a researcher from Ukraine. We have some NCN funding from our project ""Insect adaptation to individual trees in a forest as a function of isolation from neighbouring trees: field experiments on oaks"". Practical work includes sampling insects and leaves from mature oak trees, rearing moths and leaf miners, sorting and measuring insects. The fieldwork takes place in Puszcza Zielonka, a forest near Poznan, Poland. We are also offering opportunities to work on other projects on leaf miners and gallers, and data on tropical butterflies. We are looking for skills in entomology, plant chemistry, and data analysis (multivariate, time-series, mark-recapture).",fremol@amu.edu.pl,https://www.ncn.gov.pl/en,1,1,,,1,,,,"Ecology, Entomology, Statistics",1,,,,,1,,,,50.0466,19.9284
U1627,France,Institut Pasteur,We currently have a permanent position available for a research engineer in bioinformatics to work on microbial genomics and phylogenomics. A strong bioinformatics background is the most important.,nicolas.rascovan@pasteur.fr,https://research.pasteur.fr/en/job/research-engieneer-in-bioinformaticvs-applied-to-paleogenomics-data/,1,1,1,1,1,,,,"Phylogenetics, microbial genomics, ancient DNA",1,,,,,,,Permanent,Full support from our human resources department to help on the installation in France and Paris,48.8408,2.3109
U1628,Czech Republic,University of Chemistry and Technology Prague,"Laboratory of Energy Storage of Department of Chemical Engineering (UCT Prague) offers full-time and part-time research positions and internships (for minimum 3 months) within the applied development projects dealing with flow battery R&D for stationary energy storage applications. The position can be combined with post-gradual study on UCT Prague and is offered preferentially to Ukrainian students and researchers.  The required competences are as follows: background in chemistry and chemical engineering, electrochemistry, material science, membrane science or related subjects. The work/training will be focused on experimental and/or theoretical investigations of various flow battery systems using state-of-art scientific equipment and approaches. The language courses and student dormitory can be provided by UCTP.",mazurp@vscht.cz,http://www.kosekgroup.cz/research/energy-storage/,1,1,,1,1,,,1,"electrochemistry, chemical engineering, electro-membrane technology, electrochemical energy convertors, material science",1,,,1,,,,,"Language courses, children day care can be provided by UCTP.",50.1033,14.3874
U1629,Germany,Inernational Academy of Psychotherapy & Neuroscience,"The IAPNs work on a fife year research cluster on ""Depression"" focusing on neuroscience and psychotherapy. We have one position for a neurobiologist.  Job definition: Meta-analysis of recent neurobiological studies on the state of the detection of biomarkers in the context of depression and stress with special consideration of studies on neuropeptide S and Y  and IL 6. If You are a Postgrad. or an advanced student, please get in touch with us. We offer a part-time job for one year, partially remote, good income)",dr.gaertner@iapns.de,https://www.iapns.de,1,,,,1,1,,,,1,,,,1,,,start April 2022 one year,,50.2001,8.5860
U1630,Canada,Memorial University of Newfoundland,"Given the current situation in Ukraine, Memorial University’s School of Graduate Studies (SGS) encourages all faculty members to recruit Ukrainian graduate students by providing the following assistance:\n•    Waive application fees for any Ukraine student interested in graduate programs at Memorial University\n•    Consider late applications for all eligible graduate programs, and consider alternate intake semesters (e.g., Winter and Spring semesters) where possible\n•    Work with academic units to expedite the review and decision making of Ukraine graduate applicants\n•    Work with academic units to find faculty supervisors for Ukraine applicants interested in research programs\n•    For any Ukraine applicant admitted to a research program, provide a $5,000/year top-up fellowship in addition to regular graduate funding package\nThe regular financial package for most graduate students at Memorial University consists of two parts: Baseline funding from SGS ($7K/year for a Masters, $11K/year for a PhD) + supervisor’s research grants/departmental contributions (~$7 - $12K/year). At present, two professors in Pharmacy are looking to recruit a Ukrainian graduate student with a background BA degree in public health, (bio)statistics, or pharmacy to help their research program.",hliu@mun.ca,https://www.mun.ca/pharmacy/,,1,,,1,,,1,"Public health, (bio)statistics, or pharmacy",,1,,,1,,,12 months,Waive of application fees,47.5738,-52.7351
U1631,Austria,Institut für Osteuropäische Geschichte der Universität Wien,"Part-time position (20 hours/week) for 6 months funded by the FWF (Austrian Science Fund), collaboration in a scientific project on the history of the intelligence service of the Austro-Hungarian army 1867-1914:\n• Research in the Austrian State Archives\n• Organization of data collection/general assistance (copying)\nProfile:  Successfully completed undergraduate studies or doctorate in History; German fluently and knowledge of old German writings (Kurrent)",verena.moritz@univie.ac.at,https://iog.univie.ac.at/,1,1,,,,,,1,History,,,1,,,,,,,48.2181,16.3504
U1632,Poland,"Institute of Biology, Warsaw University of Life Sciences – SGGW",We offer temporary employment for a Ukrainian postdoctoral researcher in the project on identification and characterisation of genetic factors controlling phosphorus deficiency tolerance in rye (Secale cereale).,hanna_bolibok_bragoszewska@sggw.edu.pl,https://ib.sggw.edu.pl/,1,,,,1,,,,"Plant sciences, gentics, genomic, plant molecular biology",1,,,,,1,,3 months,,52.1636,21.0442
U1633,Israel,Ariel University,"Composite Film Laboratory\nMaterials Research Center, Ariel University\nWe invite Postdoc, Ph.D., and students from Ukraine to join our team for research in thin-film physics and photovoltaics. The position of Ph.D. or Postdoc student is vacant.",viktorde@ariel.ac.il,https://www.ariel.ac.il/wp/en/emergency-scholarship-fund/,1,1,,1,1,,,,"Photovoltaics, thin-film physics, PVD, CVD",1,,,,,,,"1, 2 or 4 years depending on position",,32.1032,35.2055
U1634,Israel,Ariel University,"The Magneto-Optics Laboratory is hiring\nResearch Associate, Postdoc and PhD students from Ukraine.\nWe propose to join our experimental physicist group for innovative research. The Magneto-Optics Laboratory is hiring Research Associate, Postdoc and PhD students from Ukraine. We propose to join our experimental physicist group for innovative research.",dimach@ariel.ac.il,https://www.ariel.ac.il/wp/en/emergency-scholarship-fund/,1,1,,1,1,,,,Experimental physics,1,,,,,,,"1, 2 or 4 years depending on position",,32.1032,35.2055
U1635,Germany,Centre for Ethics and Law in the Life Sciences,"We are a small interdisciplinary institute focusing on science, tech, and society (incl. law) in Hannover, DE. Depending on career stage, we can assist with finding appropriate degree programs (e.g. English-language MA programs) or research affiliations either at our Centre or on campus. Funded positions are possible, through co-sponsored applications to the VW Foundation and other emergency sources. Centre working language is English and German.",matthew.sample@cells.uni-hannover.de,https://www.cells.uni-hannover.de/en/,1,1,,,1,,,1,"Law, STS, philosophy, bioethics, sociology",,1,,,,,,,Connections to local refugee law advice,52.3782,9.7283
U1636,Austria,Max Perutz Labs Vienna,"The Ameres lab studies molecular mechanisms in post-transcriptional gene regulation. We employ quantitative biochemical, cell-biological and transcriptomic approaches in mammalian and Drosophila cell culture and in vivo in flies to determine how the quality and quantity of the transcriptome is controlled at the molecular level. We would be happy to host Ukrainian scientists at any stage of their career.",stefan.ameres@univie.ac.at,https://www.maxperutzlabs.ac.at/research/research-groups/ameres,1,1,,,1,,,,Mechanism and Biology of RNA Silencing,1,,,,,,,,,48.1887,16.3985
U1637,Italy,University of Brescia,"University of Brescia offers 6 grants of € 5.750,00 each reserved to students and allocates €  10.000 for receiving scholars as visiting professors.",internationalstudents@unibs.it,https://www.unibs.it/en/node/4604,1,1,,,1,1,,,,,1,,1,1,,,,,45.5378,10.2151
U1638,Austria,Max Perutz Labs Vienna,"The Dammermann group is a cell biology lab studying the assembly and function of centrioles, centrosomes and cilia using primarily microscopy-based approaches in C. elegans, Drosophila and vertebrate cultured cells. We would be happy to host scientists at any level. Funding is available.",alex.dammermann@univie.ac.at,https://www.maxperutzlabs.ac.at/research/research-groups/dammermann,1,1,,,1,,,,Centriole Assembly and Function,1,,,,,,,,,48.1887,16.3985
U1639,Austria,Max Perutz Labs Vienna,"The major research interests of the Konrat group lie in the field of intrinsically disordered proteins (IDPs), in particular developing novel chemistry-inspired conceptual frameworks to theoretically describe protein and drug features, as well as NMR-supported structural biology and drug design. Funding is available.",robert.konrat@univie.ac.at,https://www.maxperutzlabs.ac.at/research/research-groups/konrat,1,1,,,1,,,,Computational Biology and Biomolecular NMR Spectroscopy,1,,,,,,,,,48.1887,16.3985
U1640,Austria,Max Perutz Labs Vienna,"The Kovarik lab investigates innate immune responses with focus on transcriptional and posttranscriptional gene regulation. The lab employs genome-wide approaches in combination with cell biology, systems biology and animal models. We are happy to help Ukrainian scientists at various career stages, including students.",pavel.kovarik@univie.ac.at,https://www.maxperutzlabs.ac.at/research/research-groups/kovarik,1,1,,,1,,,,Signaling and gene expression in inflammation,1,,,,,,,,,48.1887,16.3985
U1641,Austria,Max Perutz Labs Vienna,"The Leonard Lab the mechanisms by which signals are transduced in cells with high spatial and temporal fidelity. We employ a broad spectrum of quantitative in vitro biochemical, biophysical and structural biology techniques to study a range of signal transducers, including both protein kinases and protein phosphatases. We would be happy to help Ukrainian scientists at different career stages.",thomas.leonard@maxperutzlabs.ac.at,https://www.maxperutzlabs.ac.at/research/research-groups/leonard,1,1,,1,1,,,,Molecular Mechanisms of Signal Transduction,1,,,,,,,,,48.1887,16.3985
U1642,Austria,Max Perutz Labs Vienna,The Otsuka lab employs molecular and cellular biology as well as cutting edge microscopy techniques to uncover the molecular mechanism of a tightly-controlled communication inside our cells. We would be happy to help/host a scientist at any level.,shotaro.otsuka@univie.ac.at,https://www.maxperutzlabs.ac.at/research/research-groups/otsuka,1,1,,1,1,,,,Intra-cellular Communication between the ER and the Nucleus,1,,,,,,,,,48.1887,16.3985
U1643,Austria,Max Perutz Labs Vienna,"Our scientific interest is to understand how the inner timers of animals (driven by sun and moon) control physiology, behavior and development. The techniques used in the lab range from ecological measurements in the marine environment to state-of-the-art biochemical and molecular biology techniques to the use of AI-based advanced tracking technology in behavioral experiments. English is the lab’s working language. Please contact me to see how we can help.",kristin.tessmar@mfpl.ac.at,https://www.maxperutzlabs.ac.at/research/research-groups/tessmar,1,1,,1,1,,,,Biological Timers set by sun and moon,1,,,,,,,,,48.1887,16.3985
U1644,Poland,University of Wroclaw,We offer post-doctoral research positions for Ukrainian scientists with PhD - full-time employment for 6-9 months with a possibility of long-term extension.,bartosz.helfer@uwr.edu.pl,https://uni.wroc.pl/strona-glowna/o-uniwersytecie/uczelnia-badawcza/inkubatory-doskonalosci-naukowej/centrum-meta-badan/,1,,,,1,,,,"Evidence-based medicine, meta-research, evidence synthesis, systematic reviews, meta-analysis",,1,,,1,,,6-9 months,There are regular free language courses offered via the University,51.1140,17.0323
U1645,Poland,"University of Gdansk, FacuChemistry, Chair of Theoretical Chemistry Theoretical Chemistry","The research group of Prof. Jozef Adam Liwo offers support for a scientist with a Ph.D. degree, financial support for up to 6 mos, gross-gross salary up to 8333 PLN/month. The position will be funded from the research project on ""Data-assisted modeling of the ensemble structure of intrinsically disordered proteins and their assemblies"". The tasks involve incorporation of NMR, SAXS,  and XL-MSdata into the UNRES coarse-grained dynamics package (www.unres.pl) and testing the method. The researcher should be familiar with protein-structure modeling by molecular dynamics assisted by sparse experimental data and should be literate in the Unix operating systems, including scripting and running batch jobs. Experience in progtamminig with Fortran or C/C++ is highly desirable. For more information contact Prof. Liwo at adam.liwo@ug.edu.pl",adam.liwo@ug.edu.pl,https://en.chemia.ug.edu.pl/,1,,,,1,,,,Protein structure modeling,1,,,,,,,6 months,,54.3961,18.5721
U1646,United States,University of Alabama at Birminghan Medical School,"We have multiple research positions open for postdocs and scientists within 10 years of earning their PHD across numerous fields including neuroscience, immunology, cancer, bioinformatics, physiology, pharmacology, cell biology and physiology. UAB is one of the top 25 NIH funded biomedical research institutes in the country and Birmingham is a beautiful place to live. Please send CV and references.",jbibb@uab.edu,https://www.uab.edu/medicine/home/,1,,,,1,,,,"Neuroscience, cancer, pharmacology, biochemistry, bioinformatics",,,,,1,,,Up to 6 years,Full health benefits,33.5059,-86.8043
U1647,Czech Republic,J. Heyrovský Institute of Physical Chemistry,"Our group from the spectroscopic department is looking for a colleague.\nMain scientific interests are:\n● Fundamental high resolution spectroscopy of stable molecules, ions,\nradicals and atoms, particularly in high excited Rydberg states\n● Chemistry and physics of plasma\n● Atomic physics, transition probabilities\nRequirements from You:\n● PhD in physics or related disciplines\n● Experience with methods of spectroscopy\n● Experimental skills and interest in instrumentation development\nWorking languages: English. Czech, Russian\nWorkplace: Dolejškova 2155/3, Prague (metro station Ladvi)\nWe are ready to help with accommodation, documents and language classes.",ekaterina.zanozina@jh-inst.cas.cz,https://www.jh-inst.cas.cz/department/department-of-spectroscopy#department,1,1,,1,1,,,,"Fundamental high resolution spectroscopy of stable molecules, ions, radicals and atoms, particularly in high excited Rydberg states",1,,,,,,,2 years,language courses and all necessary support,50.1232,14.4636
U1648,Canada,University of Waterloo,"Waterloo Microfluidics Laboratory led by Prof. Carolyn Ren offers full support for a PhD student of 4 years. Ideally, mechanical engineering and chemical engineering students are preferred. The project focuses on studying transport phenomena at the microscale towards biochemical assays that can be applied to monitor biomarkers present in body fluids which could be blood or after surgery drain fluid.",c3ren@uwaterloo.ca,https://uwaterloo.ca/waterloo-microfluidics-laboratory/,,1,,,1,,,,Transport Phenomena at Microscale,1,,,1,1,,,4 years,,43.3582,-80.3189
U1649,Canada,York University,"Our research focus might be relevant to trainees at all levels or research technicians with experience, education and/or interests related to muscle physiology, metabolism, histology, biochemistry, exercise physiology, and generally broad biology backgrounds from molecular to physiology and health sciences. Work will be in animal or cell culture models of muscle weakness disorders (suitable for trainees) or analyses of data from ongoing projects (suitable for technicians). Part/full-time studies are possible with partial-funding available. Part-time employment available (minimum 3 months). We can assist in searching for accommodation. I can meet virtually with 1-2 days notice.",cperry@yorku.ca,https://health.yorku.ca/health-profiles/index.php?mid=1068349,1,1,1,,1,,,,Muscle physiology and metabolism,1,,,,1,,,Minimum 3 months but duration depends on needs of applicant and resources available. Details can be discussed virtually.,We will assist by connecting the individual to contacts within York University and local services.,43.7735,-79.5041
U1650,Belgium,KU Leuven,"The Electrical Engineering Department of KU Leuven has a temporary research position available. We work on a broad range of topics related to MEMS and Micro- and Nanosystems. Work could include: microfabrication in the KU Leuven Nanocentre Cleanroom, characterisation/measurement of MEMS sensors or actuators, programming in Python or Matlab of design algorithm, design studies by simulation in Comsol or Coventorware.",michael.kraft@kuleuven.be,https://www.kuleuven.be/personeel/jobsite/jobs-bij-ku-leuven/temporary-positions-ukrainian,1,,,,1,,,,"Microelectromechanical systems (MEMS), Micro- and Nanosystems",,,,1,,,,"3, 6 or 12 months",See www.kuleuven.be/ukraine,50.8780,4.6981
U1651,Luxembourg,Luxembourg Institute of Science and Technology,"LIST welcomes scientists and researchers forced to leave Ukraine to our already open positions in the areas of Environment, IT  and Materials, please consult our website https://www.list.lu/en/jobs/researchers/?no_cache=1  \nWe have position openings for graduate/PhD students or postdocs employees. Our corporate language is English, we have 46 nationalities working together. \nWe offer relocation assistance and this can be discussed in detail based on the needs of the researcher.",kristel.weinreich@list.lu,https://www.list.lu/en/jobs/,1,1,,,,,,1,"Environment, IT and Materials",,,,1,,,,,,49.5019,5.9468
U1652,Italy,Policlinico San Donato,"PostDoctoral fellowship in Bioinformatics.\nA one year payed post-doctoral position in bioinformatics is available to manage and analyze NGS data in the Laboratory of Molecular Cardiology at Policlinico San Donato-IRCCS, Milan, Italy. The goal of the Lab is investigating the regulation and function of non coding RNAs in cardiovascular diseases using a functional genomics approach.",fabio.martelli@grupposandonato.it,https://www.researchgate.net/profile/Fabio_Martelli,1,,,,1,,,,Functional genomics,,,,,1,,,"1 year, possibly more",,45.4107,9.2772
U1653,Czech Republic,Institute of Technology and Business in Ceske Budejovice,"We offer full-time job for three researchers from Ukraine. The positions are for unlimited period. They should be focused on microeconomics and (or) macroeconomics (Ph.D., associate professor, or professor). We also suppose skills in mathematics and statistics and knowledge of English (at least B2).",vochozka@mail.vstecb.cz,https://www.researchjobs.cz/job/scienceforukraine-phd-associate-professor-professor-on-microeconomics-and-or-macroeconomics/,1,,,1,1,,,1,"Theoretical economics - Microeconomics, Macroeconomics",,1,,,,,,unlimited,"Czech language courses, Children day care etc.",48.9960,14.4918
U1654,Portugal,Centre for Transdisciplinary Development Studies (CETRAD-UTAD),CETRAD offers a 6 months scholarship for a researcher with PhD in the field of Social Sciences and with an interest in carrying out research on issues related to local and regional development.,octavsac@utad.pt,https://cetrad.utad.pt/EN/centro;,1,,,,1,,,,Local and regional development,,1,,,,,,6 months,,41.2852,-7.7467
U1655,Canada,University of Alberta,"The Drabovich lab (Dept. of Laboratory Medicine and Pathology, University of Alberta, Edmonton) is specializing in proteomics, mass spectrometry, biomarker discovery and prostate cancer research. We offer Post-Doctoral, PhD or MSc positions to those directly affected by the current situation in Ukraine. Available to start ASAP. Details are available on our lab website (http://drabovich.com). Please contact directly.",andrei.drabovich@ualberta.ca,https://sites.google.com/ualberta.ca/drabovichlab/open-positions,1,1,,,1,,,,"Molecular biology, analytical chemistry, proteomics, mass spectrometry, cancer research",1,,,,1,,,,,53.5232,-113.5285
U1656,Czech Republic,Czech University of Life Sciences Prague - Faculty of Environmental Sciences,"Czech University of  Life Sciences Prague - Faculty of Environmental Sciences offers a position for Ph.D. student, postdoc or technical worker who will be involved in the collection and processing of soil samples. If you are interested in this offer, please contact us at email mikesovak@fzp.czu.cz",mikesovak@fzp.czu.cz,https://www.researchjobs.cz/job/scienceforukraine-technical-worker-for-data-collection-and-processing/,1,1,,,1,,,,"environmental sciences, soil",1,,,,,,,,,50.1299,14.3673
U1657,Czech Republic,"Faculty of Science, Charles University","PhD position in Physical and Macromolecular Chemistry – Required: MSc. or equivalent in Chemistry, Physics or a related field, good knowledge of English\nBeneficial: Solid background in Physical Chemistry, Soft Matter or Polymer Science. Experience with molecular simulations, programming or Linux.\nCommitment 50-100%",peter.kosovan@natur.cuni.cz,https://www.physchem.cz/research/soft-matter/,,1,,,1,,,,"physical chemistry, soft matter, polymer science",1,,,,,,,,,50.0689,14.4224
U1658,Czech Republic,"Faculty of Science, Charles University","Laboratory assistant/technician in Department of Chemistry Education – Secondary school chemistry knowledge, solution preparation, basic lab techniques, synthesis and chemical analysis, sensors treatment.\nCommitment 50-100%",petr.smejkal@natur.cuni.cz,https://www.natur.cuni.cz/chemistry/educhem?set_language=en,,1,,,1,,,,synthesis and chemical analysis,1,,,,,,,,,50.0689,14.4224
U1659,Czech Republic,"The Institute of Information Theory and Automation (UTIA), Czech Academy of Sciences","Department of Adaptive Systems, Institute of Information Theory and Automation, Czech Academy of Sciences (www.utia.cas.cz/AS) is looking for researchers/postdocs/PhD students in one of the areas:\n•        -          Cybernetics \n•        -          Artificial intelligence\n•        -          Informatics\n•        -          Applied mathematics\n•        -          Control theory\n•        -          other related fields",neuner@utia.cas.cz,https://www.utia.cas.cz/AS,1,1,,,1,1,,,,,,,1,,,,,,50.0692,14.3545
U1660,Italia,University of Siena,"Research group of the functional proteomics Lab. Dept of Life Science of the University of Siena, offers support for a PhD student, University student or researcher for research purposes.",landi35@unisi.it,https://www.unisi.it/unisilife/notizie/unisi_pace,1,1,,,,1,,,Proteomics applications,,,,,1,,,,,43.3147,11.3373
U1661,France,Institut Pasteur,"We will be happy to provide  help/host Ukranian researchers with funding, office and lab space. The laboratory works on innate immune cells with special emphasis on macrophages. We study the development of the immune system during fetal life but also how macrophages contribute to tissue repair and aging. We work almost exclusively with mouse models where we employ multi-parameter flow cytometry, immunofluorescence on sections and wholemount samples, ex vivo functional assays and more recently single cell RNA sequencing.",elisa.gomez-perdiguero@pasteur.fr,https://research.pasteur.fr/en/team/macrophages-and-endothelial-cells/,1,1,,,1,,,,"macrophages, developmental hematopoiesis",,,,,1,,,,,48.8405,2.2882
U1662,Austria,Max Perutz Labs Vienna,The Leeb group investigates the molecular control of cell identity. We use pluripotent embryonic stem cells combined with genetics and systems biology approaches. We would be happy to help Ukrainian scientists at any career stage.’,martin.leeb@univie.ac.at,https://www.maxperutzlabs.ac.at/research/research-groups/kovarik,1,1,,,1,,,,Molecular Control of Cell Identity,1,,,,,,,,,48.1887,16.3985
U1663,Italia,Luiss Guido Carli University,10 Scholarships for Bachelor and Master Degree Ukrainian Students,financialaid@luiss.it,https://www.luiss.edu/financial-aid-and-scholarships,,,1,,,,,1,"Political Science, Law and Economics",,1,,,,,,Scholarships for the duration of Bachelor or Master Degree,"By the Commission discretion, students might receive free accommodation and meals at the University Canteen",41.9245,12.4939
U1664,Italy,University of Siena,"The Lab of Applied Plant Sciences, which is equipped for studies on the biological response of plants to environmental change, plant-soil relationships and the use of bio-based products of plant origin, is available to host a student (undergraduate, graduate, PhD) or a researcher. Working language: Italian, English.",stefano.loppi@unisi.it,https://docenti.unisi.it/en/loppi,1,1,,,,,,1,Environmental and applied botany,1,,,,,,,,,43.3147,11.3373
U1665,Italy,University of Bologna,"Department of Economics of the University of Bologna offers a funded Visiting Researcher/Visiting Fellow position for a scholar at risk, with priority given to Ukrainian scholars. This position is open both to PhD students and Researchers. Duration of visiting period is 12 months.",dse.segreteria@unibo.it,https://bandi.unibo.it/s/dse/call-for-selection-2022-for-a-one-year-visiting-position-for-scholar-at-risk,1,1,,,1,,,,Economics,,1,,,,,,12 months,,44.4962,11.3520
U1666,Italy,University of Bologna,"Institute of Advanced Studies of the University of Bologna (ISA) is offering four (4) Visiting Fellowships with a duration of twelve (12) months, starting indicatively\nfrom the second half of the month of April 2022 (or from a subsequent date to be agreed with the ISA), to refugee researchers and professors who are from or in Ukraine or who have permanent residency permits in Ukraine. The positions are funded and there is accommodation provided.",direttrice.isa@unibo.it,https://bandi.unibo.it/s/iss-collegiosuperiore-isa/bando-dell-istituto-di-studi-avanzati-per-quattro-visiting-fellows-dall-ucraina-della-durata-di-12-mesi,1,,,1,1,,,,,,,,,,,1,12 month,,44.4962,11.3520
